Restaurant ID,Price range,Aggregate rating,Votes,Rating text
306405,0,3.4,38,Average
5529,0,2.7,39,Average
9459,2,3,73,Average
300359,0,2.9,0,Average
8028869,2,2.7,32,Average
9000,0,2.9,36,Average
5507,0,3.3,36,Average
303704,2,3,34,Average
924,0,3.3,55,Average
300257,2,2.9,90,Average
7534,2,3.2,60,Average
925,0,2.7,47,Average
300709,0,3.4,43,Average
926,0,3.3,236,Average
306392,3,2.6,30,Average
306338,2,2.5,38,Average
905,2,3,23,Average
300350,0,2.8,9,Average
7424,0,3.3,70,Average
906,2,3.4,4,Average
908,2,2.7,56,Average
608,2,3,247,Average
309064,0,3,90,Average
930,2,2.7,84,Average
8277008,2,3.3,93,Average
8425764,2,3.4,44,Average
933,0,3,27,Average
2400,2,2.7,68,Average
8377922,0,3.3,23,Average
8038437,3,3.2,30,Average
4655,2,2.5,69,Average
8289258,0,2.6,40,Average
8098463,0,3.4,36,Average
300347,0,3.6,79,Good
8423807,0,3.5,22,Good
300660,2,3.7,456,Good
8349796,2,3.6,43,Good
306643,0,3.7,20,Good
305758,2,3.8,230,Good
8240475,0,3.5,26,Good
8238240,2,3.5,27,Good
306070,0,3.6,35,Good
8864,2,3.6,76,Good
9643,2,3.7,77,Good
9006,0,3.6,99,Good
300594,0,3.7,36,Good
8872,2,3.5,72,Good
2407,2,3.5,88,Good
7526,0,3.8,0,Good
306403,2,3.6,8,Good
300,2,3.8,603,Good
904,0,3.5,49,Good
8322672,2,3.7,39,Good
5560,0,3.5,9,Good
307332,0,3.5,204,Good
300755,0,3.5,64,Good
8396684,0,0,0,Not Rated
8453049,0,0,0,Not Rated
302000,0,0,0,Not Rated
8203054,0,0,0,Not Rated
305360,0,2.3,32,Poor
923,3,2.4,52,Poor
8933,2,4,840,Very Good
302003,0,4,74,Very Good
8446504,3,4.3,42,Very Good
3540,4,4.5,524,Excellent
89,2,3.3,32,Average
8322650,3,3,8,Average
5586,0,3.3,29,Average
303574,2,2.5,20,Average
304628,0,3.2,242,Average
4624,2,3.3,89,Average
604,3,4.5,4986,Excellent
8244,3,4.6,569,Excellent
3406,3,3.8,863,Good
309576,2,3.9,57,Good
4740,4,3.6,428,Good
300674,4,3.6,300,Good
900,3,3.6,574,Good
803,3,3.7,243,Good
304989,2,3.8,390,Good
300642,2,3.6,29,Good
307284,3,3.7,395,Good
844,2,3.7,2860,Good
308337,3,3.6,505,Good
307822,3,3.9,454,Good
3425,4,3.8,203,Good
6270,0,3.7,79,Good
302700,3,3.9,287,Good
8255025,4,3.8,99,Good
8285728,0,3.5,7,Good
305686,4,3.9,372,Good
54,2,3.7,88,Good
8360747,2,3.6,34,Good
9608,3,3.7,774,Good
307370,2,3.8,256,Good
307802,4,3.8,86,Good
307799,4,3.8,669,Good
8486842,0,0,2,Not Rated
8409900,3,4.2,3,Very Good
4296,0,4,508,Very Good
2632,3,4,330,Very Good
7227,3,4,203,Very Good
8220038,4,4,79,Very Good
303299,4,4.2,550,Very Good
300656,3,4,93,Very Good
303207,4,4.2,578,Very Good
309788,3,4.2,904,Very Good
8082237,2,4,220,Very Good
300530,2,4.4,902,Very Good
8273605,3,4.2,436,Very Good
7953908,3,3,0,Average
305722,0,3,2,Average
8430600,0,3.3,3,Average
8440800,2,3,0,Average
8337965,0,3.2,9,Average
300452,0,3.3,73,Average
5590,0,3.2,23,Average
8070502,0,3.2,0,Average
302098,2,3,0,Average
303635,2,2.6,49,Average
302456,3,2.8,5,Average
9549,0,3.2,0,Average
306488,3,2.7,63,Average
302042,2,2.7,45,Average
8350008,2,3,4,Average
7396,2,3.3,57,Average
8435836,2,3.3,2,Average
8277080,0,3.3,35,Average
8366008,0,3,6,Average
308555,2,3.4,43,Average
306662,0,2.7,23,Average
300253,2,2.7,40,Average
5664,0,3.2,29,Average
8460329,2,3.3,3,Average
8360284,0,3.2,6,Average
9552,2,3.2,30,Average
308056,2,2.7,46,Average
308089,0,3,9,Average
300448,0,2.8,23,Average
300944,0,3,7,Average
9550,0,2.7,5,Average
8098079,0,3.2,9,Average
7400,2,2.6,67,Average
309289,0,3.3,7,Average
8365872,2,2.8,4,Average
9050,3,3.2,74,Average
8366000,2,3,5,Average
305720,0,2.8,8,Average
4036,2,3.2,50,Average
5658,0,2.9,6,Average
5659,2,3,20,Average
8265677,4,3.2,4,Average
309998,3,3.4,74,Average
8200995,2,3,20,Average
306245,3,3.5,33,Good
306068,2,3.5,98,Good
8365996,0,3.6,26,Good
300448,2,3.7,68,Good
303350,3,3.6,283,Good
8378056,3,3.5,20,Good
9503,0,3.5,23,Good
8303704,2,3.6,55,Good
308000,2,3.5,2,Good
302922,2,2.4,20,Poor
3908,0,2,54,Poor
308784,2,2.4,39,Poor
2306,0,2.9,6,Average
2305,0,3,5,Average
303307,0,2.9,7,Average
300208,0,2.9,6,Average
8386203,0,3,6,Average
8258507,0,2.9,9,Average
303090,0,2.9,5,Average
303380,0,2.9,4,Average
300200,2,2.5,50,Average
309496,0,3,2,Average
2297,2,3.2,79,Average
305003,0,3.3,20,Average
306300,2,3.2,52,Average
8332058,2,3.3,26,Average
8028895,0,3.2,0,Average
302747,2,2.9,3,Average
6028,2,3,75,Average
304994,0,3.3,26,Average
303032,2,2.9,0,Average
8423095,0,3.2,6,Average
8378024,2,3.3,2,Average
303508,0,3,22,Average
300203,0,3.2,30,Average
8293,0,3.3,2,Average
309495,0,2.6,5,Average
305565,0,3.2,0,Average
309489,0,3,0,Average
3772,0,3,6,Average
300204,0,3.4,5,Average
8420495,2,3,8,Average
306656,0,2.7,8,Average
8026085,0,3,0,Average
308942,0,3.3,20,Average
309254,2,3.3,6,Average
300407,2,3.4,39,Average
300203,2,2.9,66,Average
8004043,0,3,7,Average
309793,2,3,54,Average
6030,2,3,44,Average
309498,2,3,5,Average
274,2,2.9,4,Average
8430406,0,3,4,Average
309480,0,3,3,Average
300207,0,3.2,30,Average
8409200,2,3.6,22,Good
308938,0,3.5,20,Good
8282453,0,0,2,Not Rated
8434966,0,0,0,Not Rated
8349764,2,0,0,Not Rated
8420474,0,0,0,Not Rated
8377904,0,0,0,Not Rated
8420482,0,0,0,Not Rated
8433869,0,0,0,Not Rated
8376495,0,0,0,Not Rated
309483,2,0,2,Not Rated
8207428,0,0,3,Not Rated
8323446,0,0,2,Not Rated
8423892,0,0,0,Not Rated
8432000,0,0,0,Not Rated
8260956,0,0,0,Not Rated
8378007,0,0,2,Not Rated
8026099,0,0,2,Not Rated
8423000,2,0,0,Not Rated
8376503,0,0,0,Not Rated
8432208,0,0,0,Not Rated
8255068,0,0,2,Not Rated
8384043,0,0,0,Not Rated
8222598,0,0,0,Not Rated
8430979,0,0,0,Not Rated
303225,0,0,0,Not Rated
8423003,0,0,0,Not Rated
308940,0,0,0,Not Rated
8433870,0,0,0,Not Rated
308928,0,0,3,Not Rated
8469838,0,0,0,Not Rated
8458342,0,0,3,Not Rated
8382338,0,3,0,Average
7977750,4,3.5,208,Good
8382373,0,0,0,Not Rated
8485936,3,0,0,Not Rated
8405370,2,0,0,Not Rated
8363206,0,0,0,Not Rated
8472689,0,0,0,Not Rated
8385727,0,0,0,Not Rated
8404508,0,0,0,Not Rated
9570,0,3.4,44,Average
303490,2,3,7,Average
8260704,0,3,4,Average
300344,0,2.7,4,Average
9875,0,2.8,8,Average
8396060,0,2.7,7,Average
9572,0,3.2,56,Average
8370289,0,3.3,6,Average
8356840,2,3,4,Average
303784,0,2.6,0,Average
9906,2,3.3,40,Average
305580,2,3.4,49,Average
9588,0,3,4,Average
302798,0,2.7,9,Average
8360738,0,2.6,2,Average
9579,0,3.8,83,Good
309806,2,3.7,270,Good
307283,2,3.6,75,Good
300050,2,3.5,6,Good
8294237,0,0,0,Not Rated
8455557,0,0,3,Not Rated
8425773,0,0,3,Not Rated
300358,0,0,2,Not Rated
8425060,0,0,0,Not Rated
308704,0,0,2,Not Rated
8323603,0,0,0,Not Rated
8025089,2,0,2,Not Rated
8264993,0,0,0,Not Rated
8429050,0,0,0,Not Rated
8429060,0,0,0,Not Rated
8425780,0,0,0,Not Rated
8446390,0,0,3,Not Rated
8480300,0,0,0,Not Rated
8425777,0,0,0,Not Rated
8429057,0,0,0,Not Rated
8265702,2,0,0,Not Rated
9599,0,0,2,Not Rated
8425048,0,0,0,Not Rated
8265724,0,0,3,Not Rated
8458659,0,0,0,Not Rated
8424905,0,0,0,Not Rated
8400302,2,0,0,Not Rated
7856,0,3.4,22,Average
8365894,2,3,32,Average
8440523,3,3,8,Average
8400728,2,3.4,45,Average
300345,2,2.5,47,Average
9596,2,3.4,59,Average
302577,2,2.9,39,Average
8334458,2,2.9,30,Average
4847,2,2.8,54,Average
2600,0,3.3,40,Average
3490,2,2.6,50,Average
8349930,2,3,8,Average
7735,2,3,33,Average
300239,0,3,40,Average
7860,0,3.5,70,Good
490,2,3.7,269,Good
553,2,3.8,472,Good
8426285,2,3.8,20,Good
8345800,3,3.7,57,Good
7906,2,3.8,63,Good
300593,2,3.5,54,Good
8466740,3,0,2,Not Rated
533,2,3.5,505,Good
9529,0,4,577,Very Good
300466,0,3.4,32,Average
5358,0,3.2,23,Average
300532,2,3.3,23,Average
8336529,2,3.3,2,Average
300530,2,3,20,Average
8307975,0,3.3,7,Average
8469935,0,3.2,0,Average
300874,0,2.8,3,Average
8357560,0,0,0,Not Rated
8445793,0,0,0,Not Rated
8458348,0,0,0,Not Rated
8449646,0,0,0,Not Rated
8445784,2,0,0,Not Rated
8378860,0,0,0,Not Rated
300677,0,4.2,762,Very Good
8537,0,2.8,8,Average
8268367,0,2.6,5,Average
8244534,0,3.3,3,Average
8507,0,3,24,Average
300653,2,3,8,Average
302479,0,2.9,3,Average
8222593,2,2.8,4,Average
2002,0,3,74,Average
6265,0,2.7,8,Average
9829,0,2.8,4,Average
300949,0,3,7,Average
8420027,0,3.2,5,Average
304957,0,2.8,9,Average
305948,0,3,8,Average
306003,0,3,0,Average
305987,0,3.4,7,Average
4935,0,2.9,0,Average
303265,2,2.6,46,Average
8404470,2,2.6,0,Average
8377903,0,3.2,4,Average
300729,0,3.4,88,Average
9850,0,3,9,Average
4939,2,2.6,8,Average
8406369,0,3,7,Average
300094,2,2.7,64,Average
205,0,3.3,60,Average
305949,0,3,3,Average
8400760,2,2.9,7,Average
8372696,2,3.4,30,Average
9849,0,3,8,Average
305298,0,2.8,8,Average
8450584,2,2.9,7,Average
8290202,0,2.8,34,Average
6072,0,3.3,29,Average
308253,0,3,20,Average
8354257,0,2.8,7,Average
6095,2,2.7,25,Average
305942,0,3.4,30,Average
8208895,0,3,0,Average
309090,0,3.2,23,Average
8472702,0,3,7,Average
300330,0,3,3,Average
8408242,0,3,0,Average
8365372,2,3.5,22,Good
8405367,2,3.5,66,Good
8382755,0,3.8,70,Good
302385,2,3.8,270,Good
8345730,2,3.7,40,Good
302639,2,3.5,54,Good
8380652,2,0,3,Not Rated
8440086,0,0,0,Not Rated
8420464,0,0,0,Not Rated
8440394,0,0,0,Not Rated
8440680,0,0,0,Not Rated
6022,2,2.4,40,Poor
584,0,2,20,Poor
4725,2,2.2,20,Poor
8070486,2,4,675,Very Good
3943,4,3.3,20,Average
3246,4,3.5,4,Good
4380,4,3.9,90,Good
6600,4,3.5,39,Good
3937,4,3.8,273,Good
3235,4,4,89,Very Good
306805,3,3.5,26,Good
5869,2,2.5,66,Average
8273623,2,3,5,Average
2997,2,3,80,Average
3370,0,3.3,205,Average
3003,3,3,54,Average
3004,2,2.5,80,Average
3744,2,3.2,67,Average
9996,0,2.9,8,Average
2999,3,2.6,72,Average
9929,0,3.4,50,Average
3002,2,3.2,75,Average
5899,0,2.7,27,Average
2995,0,3.2,5,Average
9306,0,2.6,32,Average
300766,3,3,7,Average
3493,0,2.9,49,Average
8027962,0,3,2,Average
407,2,2.6,26,Average
907,0,3.3,25,Average
3497,0,2.9,2,Average
3494,2,2.5,55,Average
8222557,3,3.2,8,Average
397,2,3.4,98,Average
8346857,0,3,8,Average
6222,0,2.9,6,Average
5727,0,2.7,0,Average
776,2,3.3,70,Average
305604,2,3.2,66,Average
8390309,2,3,0,Average
8255070,4,3,0,Average
303280,0,3.6,26,Good
8279453,2,3.5,4,Good
9305,0,3.8,330,Good
8438406,3,3.8,25,Good
303753,4,3.7,393,Good
7505,0,3.9,200,Good
308095,3,3.5,48,Good
306088,2,3.8,202,Good
307223,0,3.6,58,Good
8472648,3,0,2,Not Rated
658,0,2.3,52,Poor
304930,4,4,665,Very Good
8277065,4,4,278,Very Good
809,3,4,3495,Very Good
6203,2,2.8,8,Average
5840,0,3,63,Average
307695,0,3.3,3,Average
307693,2,2.7,9,Average
300654,2,3,55,Average
307696,2,3,53,Average
6202,0,2.9,3,Average
300888,0,2.9,7,Average
307694,2,3.2,9,Average
300470,4,3.7,30,Good
307692,0,3.6,25,Good
4924,3,3.8,94,Good
302742,0,3.7,62,Good
8470330,0,0,0,Not Rated
6269,0,0,2,Not Rated
8423045,0,0,0,Not Rated
8444040,0,0,0,Not Rated
8390690,0,0,2,Not Rated
88,4,4.2,2549,Very Good
7353,0,2.7,0,Average
7365,0,2.9,5,Average
303850,3,2.9,7,Average
9097,0,2.7,4,Average
7307,2,2.9,6,Average
300067,2,3,5,Average
305200,0,3.2,7,Average
8302458,2,2.5,6,Average
7332,2,3,6,Average
305080,0,3,2,Average
4302,2,2.9,0,Average
8356800,2,3,6,Average
7305,2,2.8,7,Average
9045,2,3,22,Average
8025000,2,3,5,Average
303958,2,3,8,Average
4300,2,2.8,0,Average
7309,2,2.9,5,Average
7307,2,2.9,6,Average
4305,0,2.8,5,Average
305050,2,2.9,5,Average
7366,3,3,6,Average
9040,0,2.9,5,Average
8333396,0,2.9,6,Average
7363,2,3.9,23,Good
305080,0,0,0,Not Rated
8403469,2,0,0,Not Rated
8406845,0,0,0,Not Rated
302475,0,0,0,Not Rated
8489805,0,0,0,Not Rated
302473,0,0,0,Not Rated
8360932,2,0,0,Not Rated
8404467,0,0,0,Not Rated
8358665,3,0,0,Not Rated
8427203,2,0,0,Not Rated
8358663,0,0,0,Not Rated
8489807,0,0,0,Not Rated
305083,0,0,2,Not Rated
305053,2,0,0,Not Rated
8372674,2,0,2,Not Rated
8356797,0,0,0,Not Rated
8404500,0,0,0,Not Rated
8408033,0,0,0,Not Rated
8358660,0,0,0,Not Rated
8080072,0,0,0,Not Rated
8300960,0,0,3,Not Rated
8406830,0,0,3,Not Rated
8357534,0,0,0,Not Rated
8356809,0,0,0,Not Rated
8356795,2,0,0,Not Rated
8357529,0,0,2,Not Rated
300666,2,0,0,Not Rated
8357540,0,0,0,Not Rated
302970,0,0,0,Not Rated
305090,0,0,2,Not Rated
303049,2,0,0,Not Rated
8068064,0,0,2,Not Rated
8489540,0,0,0,Not Rated
8268344,2,0,0,Not Rated
309209,0,0,2,Not Rated
9029,0,0,0,Not Rated
8358657,0,0,0,Not Rated
302972,0,0,2,Not Rated
8405377,0,0,0,Not Rated
8489534,0,0,0,Not Rated
8303002,3,0,0,Not Rated
8406842,0,0,0,Not Rated
7362,0,0,0,Not Rated
305089,0,0,0,Not Rated
3286,4,2.7,7,Average
4374,4,3.4,39,Average
4373,4,3.3,57,Average
8232577,2,3,8,Average
8307502,2,3.2,3,Average
8400770,0,3,7,Average
8303700,0,3,8,Average
8272390,0,0,0,Not Rated
8422748,0,0,0,Not Rated
8424643,0,0,0,Not Rated
8480209,2,0,0,Not Rated
304280,0,0,3,Not Rated
8272389,2,0,0,Not Rated
8260064,2,0,0,Not Rated
8390757,0,0,0,Not Rated
8273526,0,0,0,Not Rated
309000,0,0,0,Not Rated
8446409,0,0,0,Not Rated
8424639,0,0,0,Not Rated
8446400,0,0,0,Not Rated
8424646,0,0,0,Not Rated
8260062,2,0,0,Not Rated
8273530,0,0,0,Not Rated
8446424,0,0,0,Not Rated
8272385,0,0,3,Not Rated
8424635,2,0,0,Not Rated
8272376,0,0,0,Not Rated
8368943,2,0,0,Not Rated
308286,2,3.2,93,Average
8260723,0,3.3,78,Average
8463424,0,3,7,Average
650,0,2.5,52,Average
37,3,3.3,90,Average
6377,2,3.4,75,Average
300609,0,3.3,50,Average
8075252,2,3.3,35,Average
309448,2,3.4,297,Average
2863,2,3.2,245,Average
5035,2,2.7,68,Average
300828,2,3.3,5,Average
8238307,0,3.4,45,Average
40,2,3,83,Average
8285099,0,3,5,Average
303423,0,2.8,75,Average
8354972,0,3.2,7,Average
8332076,0,3.3,20,Average
406,0,3.4,204,Average
308444,2,2.6,46,Average
309452,0,3.4,3,Average
300302,2,3.3,250,Average
305062,2,3.4,50,Average
8470299,0,3.2,4,Average
4855,2,2.8,20,Average
8272382,2,3,34,Average
303398,0,3.3,62,Average
307746,2,3.4,208,Average
3043,2,3.4,207,Average
300090,2,2.8,83,Average
8233599,2,3.4,55,Average
36,2,2.8,98,Average
300665,2,3.4,485,Average
8322670,2,3.2,34,Average
8353692,0,3.3,37,Average
8365877,2,3.6,60,Good
300848,2,3.5,226,Good
8398602,2,3.9,0,Good
8376472,3,3.9,3,Good
8455530,2,3.9,50,Good
8208902,2,3.8,306,Good
2586,2,3.5,360,Good
300722,2,3.6,290,Good
8285729,2,3.7,93,Good
305526,0,3.7,370,Good
8357542,2,3.8,55,Good
8290099,2,3.7,32,Good
5726,0,3.7,45,Good
302922,0,3.8,45,Good
7658,0,3.5,52,Good
8286490,2,3.7,99,Good
7654,0,3.6,82,Good
8254534,2,3.5,99,Good
9000,0,3.6,4,Good
6475,2,3.6,427,Good
300302,2,3.7,408,Good
304302,2,3.5,60,Good
306066,2,3.6,402,Good
8345755,3,3.9,38,Good
9750,0,3.7,37,Good
2867,2,3.5,259,Good
8346,3,3.6,48,Good
305870,2,3.6,268,Good
8425050,0,3.9,90,Good
998,3,3.5,4,Good
452,3,3.5,68,Good
8063892,3,3.6,305,Good
8432209,2,3.8,75,Good
8458339,2,3.7,40,Good
8375420,2,3.5,34,Good
209,2,2.3,85,Poor
8428394,0,2.3,8,Poor
30,2,2.4,37,Poor
7660,0,2,84,Poor
6079,2,2.2,82,Poor
8446475,2,4.4,84,Very Good
300060,0,4,308,Very Good
303206,2,4,53,Very Good
8334452,2,4,244,Very Good
8253000,2,4,84,Very Good
8209545,2,4,255,Very Good
8348970,0,4.3,26,Very Good
8334465,3,4,53,Very Good
8272370,0,4,35,Very Good
300846,0,3.2,0,Average
300432,0,3.3,47,Average
304972,0,0,0,Not Rated
8356802,2,0,2,Not Rated
8294392,0,0,2,Not Rated
308489,2,0,2,Not Rated
303075,3,4.2,278,Very Good
300842,0,3.2,20,Average
300378,0,2.7,7,Average
300830,0,3,6,Average
8323044,0,3.2,3,Average
300377,0,3,4,Average
300848,0,2.9,8,Average
307998,0,3,6,Average
5940,0,3,7,Average
300826,0,3,0,Average
302923,2,3.2,20,Average
300807,0,3.5,25,Good
300820,2,3.5,24,Good
8460305,0,0,3,Not Rated
300809,0,0,3,Not Rated
8368002,0,0,2,Not Rated
8429423,0,2.6,4,Average
6080,0,3.2,9,Average
300008,0,2.9,5,Average
8005,0,2.9,7,Average
303085,0,2.8,7,Average
8009,0,2.9,4,Average
304267,0,2.7,20,Average
303350,0,3,3,Average
309227,3,3.2,50,Average
8285695,2,2.7,4,Average
8046358,0,3,8,Average
302705,2,2.7,29,Average
300245,0,2.7,0,Average
6073,0,2.7,28,Average
300353,0,2.6,25,Average
300957,2,3.2,86,Average
302703,0,2.9,6,Average
6083,2,2.7,33,Average
300037,0,3,34,Average
8069,0,3,8,Average
306007,2,3,77,Average
308359,0,3.2,24,Average
8260604,0,2.7,4,Average
6085,2,2.7,46,Average
304259,0,2.6,60,Average
300959,2,2.7,60,Average
8238249,0,3,20,Average
309346,0,3.3,45,Average
307306,0,2.8,8,Average
8203880,2,3.3,20,Average
8038440,0,2.9,5,Average
8530,0,3,22,Average
8267785,2,2.7,5,Average
8000,0,2.9,5,Average
8280964,0,3,4,Average
2932,2,2.6,53,Average
6082,0,2.8,0,Average
8324529,0,3.3,58,Average
308237,0,2.8,5,Average
300894,0,3,26,Average
300960,0,3,8,Average
308222,2,2.8,49,Average
8258500,0,3,7,Average
308526,0,3,7,Average
300008,2,3.2,23,Average
309550,0,3,53,Average
9736,4,3,80,Average
8022625,2,3.4,33,Average
8420679,0,3.7,39,Good
300360,2,3.6,65,Good
302990,0,3.7,72,Good
8277053,2,3.7,49,Good
8273548,2,3.7,57,Good
8399808,0,3.7,65,Good
8062,0,0,0,Not Rated
304254,0,0,2,Not Rated
8469823,0,0,0,Not Rated
8057803,0,0,0,Not Rated
8208900,0,0,2,Not Rated
8420694,2,0,0,Not Rated
8438463,0,0,0,Not Rated
8307329,0,0,0,Not Rated
8442896,0,0,0,Not Rated
8494989,0,0,0,Not Rated
8432070,0,0,0,Not Rated
8489526,0,0,0,Not Rated
8375372,0,0,0,Not Rated
8008,0,0,3,Not Rated
6237,2,0,2,Not Rated
300993,0,0,2,Not Rated
8479003,2,0,0,Not Rated
8472602,0,0,0,Not Rated
8357972,0,0,0,Not Rated
8375388,0,0,3,Not Rated
8292453,0,0,0,Not Rated
8420494,0,0,0,Not Rated
8033,0,0,0,Not Rated
8360957,0,0,0,Not Rated
8280993,0,0,0,Not Rated
8282003,0,0,3,Not Rated
8420492,0,0,0,Not Rated
6090,0,2.4,49,Poor
2007,2,2.4,76,Poor
308802,0,2.4,36,Poor
308848,0,3,2,Average
300056,0,2.8,4,Average
300692,0,3.3,48,Average
8265707,0,3.2,2,Average
8368006,0,2.9,4,Average
8225277,0,3,7,Average
2936,2,2.7,49,Average
8290200,0,3,5,Average
3854,2,2.5,25,Average
308830,0,2.8,0,Average
300062,0,3.2,44,Average
5086,0,2.8,8,Average
3850,2,3,22,Average
305357,0,3.3,23,Average
2009,0,2.8,69,Average
305370,3,2.6,94,Average
300053,0,3,80,Average
308844,0,3.3,6,Average
308839,0,3.6,32,Good
8440090,0,3.5,6,Good
8203085,0,3.7,79,Good
300047,0,3.8,94,Good
302492,2,3.9,254,Good
4672,0,3.7,400,Good
300336,0,3.6,0,Good
8379056,0,0,0,Not Rated
8440085,0,0,3,Not Rated
8440429,0,0,0,Not Rated
2942,2,2.2,9,Poor
300003,2,2.6,27,Average
8292450,0,3,5,Average
9740,2,3,25,Average
300006,0,2.8,4,Average
6225,0,3,24,Average
300020,0,3,30,Average
307850,0,2.8,9,Average
8292449,0,2.6,35,Average
300006,0,3.3,28,Average
8462,0,2.7,0,Average
309599,2,2.7,29,Average
309499,0,3,6,Average
300958,0,3,6,Average
300005,0,2.9,9,Average
300228,0,2.9,5,Average
6226,0,2.8,0,Average
300229,2,2.9,4,Average
306555,2,3.3,26,Average
300000,0,3,3,Average
304986,2,3.5,90,Good
300256,0,0,3,Not Rated
307847,0,0,0,Not Rated
8376492,0,0,2,Not Rated
6206,0,0,0,Not Rated
303360,0,0,2,Not Rated
8490756,0,0,0,Not Rated
8375376,2,0,3,Not Rated
8089202,0,0,0,Not Rated
8375395,0,0,0,Not Rated
8237709,2,0,0,Not Rated
8082236,0,0,2,Not Rated
8375383,2,0,0,Not Rated
309979,0,3,7,Average
8025093,0,2.9,4,Average
307990,0,2.9,9,Average
309507,0,2.9,6,Average
8489842,2,0,0,Not Rated
8350059,0,0,0,Not Rated
8375200,2,0,0,Not Rated
8025027,0,0,2,Not Rated
8478990,0,0,0,Not Rated
8433297,0,0,0,Not Rated
8472695,0,0,0,Not Rated
8405339,2,0,3,Not Rated
300683,0,0,0,Not Rated
303073,0,0,3,Not Rated
8405338,0,0,0,Not Rated
8068022,0,0,0,Not Rated
8478992,0,0,0,Not Rated
8068024,0,0,0,Not Rated
8404506,2,0,0,Not Rated
8409207,0,0,0,Not Rated
6340,2,3.4,90,Average
950,3,3.2,50,Average
250,3,2.8,83,Average
302753,2,2.9,4,Average
302983,2,3,4,Average
8492029,0,0,0,Not Rated
8489540,0,0,0,Not Rated
8486862,0,0,0,Not Rated
8492025,0,0,0,Not Rated
8352672,0,0,0,Not Rated
8489825,0,0,0,Not Rated
8340302,2,0,0,Not Rated
8489809,0,0,0,Not Rated
8075297,0,0,2,Not Rated
8034037,0,0,0,Not Rated
8075282,0,0,3,Not Rated
8489532,0,0,0,Not Rated
8277078,0,0,0,Not Rated
8408079,2,0,2,Not Rated
8232989,0,0,0,Not Rated
8492033,0,0,0,Not Rated
8489832,0,0,0,Not Rated
8467388,3,0,0,Not Rated
8075299,0,0,0,Not Rated
8337908,3,0,0,Not Rated
8463608,0,0,2,Not Rated
8489836,0,0,0,Not Rated
8277063,0,0,2,Not Rated
8489545,0,0,0,Not Rated
8277076,0,0,0,Not Rated
8075278,0,0,0,Not Rated
8489808,0,0,2,Not Rated
8446867,2,0,0,Not Rated
8486879,0,0,0,Not Rated
8489852,0,0,0,Not Rated
8489804,0,0,0,Not Rated
8489802,0,0,0,Not Rated
3207,4,3.4,220,Average
4752,4,3.4,570,Average
4830,3,3.8,565,Good
4340,4,3.5,498,Good
307237,2,4,92,Very Good
8260028,3,3.2,20,Average
8307480,4,0,2,Not Rated
8307473,3,0,0,Not Rated
8307479,4,0,0,Not Rated
8307476,4,0,0,Not Rated
8307483,3,0,0,Not Rated
302576,0,3.8,727,Good
5347,0,3.2,62,Average
300945,0,2.6,52,Average
300934,0,3.2,6,Average
3223,2,2.8,94,Average
307554,0,2.9,39,Average
967,2,3.3,255,Average
6096,3,2.7,47,Average
8380220,0,3,25,Average
2490,2,3,6,Average
40,2,3,5,Average
982,2,3,2,Average
8352086,0,3,7,Average
9380,0,3.3,32,Average
303,2,3.4,0,Average
8068462,0,3.2,8,Average
300734,2,3.4,68,Average
2290,0,2.7,20,Average
9427,0,3.7,78,Good
5874,0,3.5,62,Good
3375,0,3.7,42,Good
302353,0,3.5,40,Good
80,2,3.6,22,Good
8057822,0,3.5,20,Good
6607,0,3.7,28,Good
8247030,3,4,55,Very Good
8264447,2,3.3,28,Average
300900,0,3.2,5,Average
4090,0,3.2,20,Average
5729,0,2.7,9,Average
309704,0,2.8,3,Average
964,2,3.3,97,Average
307333,0,3.5,38,Good
5765,0,3.8,234,Good
8037820,0,0,3,Not Rated
8400738,3,4.3,3,Very Good
307730,0,3.4,33,Average
305250,2,3,8,Average
302087,0,3,6,Average
8070503,2,2.7,30,Average
8454460,2,3.3,9,Average
8409902,0,3.2,3,Average
307356,2,2.9,48,Average
8580,0,3,25,Average
8324904,0,3.2,3,Average
300473,2,3.3,79,Average
306250,2,3.2,32,Average
8356784,0,3.3,0,Average
8373,2,2.6,87,Average
308000,0,3.3,28,Average
8840,2,2.6,69,Average
8228870,0,3.2,40,Average
7066,3,3.5,20,Good
305479,2,3.5,7,Good
8845,0,3.5,33,Good
7509,3,3.8,370,Good
302705,3,2.4,96,Poor
8240509,0,4,60,Very Good
8277003,2,4,37,Very Good
7547,2,2.6,34,Average
300236,0,2.9,22,Average
8082630,2,3.3,27,Average
7548,2,3.6,62,Good
300409,0,3.5,57,Good
4634,0,3,5,Average
8228874,2,3,7,Average
8433904,0,3.2,0,Average
302045,0,3,20,Average
304585,2,2.5,20,Average
302906,0,3,7,Average
303006,2,3,5,Average
305860,0,3.2,7,Average
9026,2,3.4,57,Average
309078,0,3.2,30,Average
8249097,2,3,6,Average
308880,2,2.9,8,Average
8382003,2,3,4,Average
8240860,2,3,8,Average
300062,2,3,9,Average
303589,0,2.9,5,Average
300459,0,3.4,25,Average
9053,0,3.8,85,Good
302893,2,3.5,53,Good
8273640,0,3.7,39,Good
308030,0,3.7,39,Good
5663,2,3.6,99,Good
8247005,0,3.6,20,Good
8449827,0,0,0,Not Rated
8342574,2,0,0,Not Rated
8390689,0,0,0,Not Rated
304573,0,0,0,Not Rated
304586,0,0,2,Not Rated
